invoice_no,invoice_date,invoice_time,customer_code,customer_name,phone,address,seq,item_code,item_name,unit,qty,unit_price,tax_pct,discount_pct,line_total,is_bonus,month,brand,carton_capacity,carton_units,boxes
b2276,2026-06-17,"",674,ابو لطفى,"","",1.0,2,كبده اسكندراني 400 ( ابو هاشم ),طلى,60.0,78.0,0.0,0.0,4680.0,false,2026-06,ابوهاشم,20 علبة,20.0,3.0
b2276,2026-06-17,"",674,ابو لطفى,"","",2.0,1,مفروم صافي 400 جم ( ابو هاشم ),طلى,40.0,100.0,0.0,0.0,4000.0,false,2026-06,ابوهاشم,20 علبة,20.0,2.0
b2276,2026-06-17,"",674,ابو لطفى,"","",3.0,114,كفته ابو هاشم 800,طلى,16.0,105.5,0.0,0.0,1688.0,false,2026-06,ابوهاشم,16 كيس,16.0,1.0
b2276,2026-06-17,"",674,ابو لطفى,"","",4.0,107,سجق 800 ابو هاشم,طلى,16.0,119.0,0.0,0.0,1904.0,false,2026-06,ابوهاشم,16 كيس,16.0,1.0
b2276,2026-06-17,"",674,ابو لطفى,"","",5.0,7,سجق 350 جم ابو هاشم,طلى,40.0,55.0,0.0,0.0,2200.0,false,2026-06,ابوهاشم,20 كيس,20.0,2.0
b2276,2026-06-17,"",674,ابو لطفى,"","",6.0,421,برجر ابو هاشم 1 ك,طلى,24.0,119.0,0.0,0.0,2856.0,false,2026-06,ابوهاشم,12 كيس,12.0,2.0
b2276,2026-06-17,"",674,ابو لطفى,"","",7.0,255,برجر ابو هاشم جامبو 1.5 كيلو,طلى,6.0,180.0,0.0,0.0,1080.0,false,2026-06,ابوهاشم,9 كيس,9.0,0.6666666666666666
b2279,2026-06-21,"",710,احمد صلاح المنيا,01098723488,"",1.0,102,كفته الهنا 350,طلى,60.0,0.0,0.0,0.0,0.0,true,2026-06,الهنا,15 كيس,15.0,4.0
b2280,2026-06-21,"",710,احمد صلاح المنيا,01098723488,"",1.0,399,كفته اسبيشيال صغير,طلى,300.0,35.0,15.0,0.0,8925.0,false,2026-06,اسبشيال,15 كيس,15.0,20.0
b2280,2026-06-21,"",710,احمد صلاح المنيا,01098723488,"",2.0,404,برجر اسبيشيال عائلي,طلى,240.0,80.0,15.0,0.0,16320.0,false,2026-06,اسبشيال,12 كيس,12.0,20.0
b2280,2026-06-21,"",710,احمد صلاح المنيا,01098723488,"",3.0,405,سجق اسبيشيال صغير,طلى,75.0,39.0,15.0,0.0,2486.25,false,2026-06,اسبشيال,15 كيس,15.0,5.0
b2280,2026-06-21,"",710,احمد صلاح المنيا,01098723488,"",4.0,402,كفته اسبيشيال عائلي,طلى,60.0,78.0,15.0,0.0,3978.0,false,2026-06,اسبشيال,12 كيس,12.0,5.0
b2281,2026-06-21,"",710,احمد صلاح المنيا,01098723488,"",1.0,399,كفته اسبيشيال صغير,طلى,60.0,0.0,0.0,0.0,0.0,true,2026-06,اسبشيال,15 كيس,15.0,4.0
b2283,2026-06-21,"",532,محمود العمد الصعيد,"","",1.0,402,كفته اسبيشيال عائلي,طلى,156.0,0.0,0.0,0.0,0.0,true,2026-06,اسبشيال,12 كيس,12.0,13.0
b2284,2026-06-21,"",532,محمود العمد الصعيد,"","",1.0,404,برجر اسبيشيال عائلي,طلى,900.0,80.0,15.0,0.0,61200.0,false,2026-06,اسبشيال,12 كيس,12.0,75.0
b2284,2026-06-21,"",532,محمود العمد الصعيد,"","",2.0,406,سجق اسبيشيال عائلي,طلى,240.0,84.0,15.0,0.0,17136.0,false,2026-06,اسبشيال,12 كيس,12.0,20.0
b2284,2026-06-21,"",532,محمود العمد الصعيد,"","",3.0,120,برجر الهنا 900 جرام,طلى,240.0,70.0,15.0,0.0,14280.0,false,2026-06,الهنا,12 كيس,12.0,20.0
b2284,2026-06-21,"",532,محمود العمد الصعيد,"","",4.0,402,كفته اسبيشيال عائلي,طلى,84.0,78.0,15.0,0.0,5569.2,false,2026-06,اسبشيال,12 كيس,12.0,7.0
b2284,2026-06-21,"",532,محمود العمد الصعيد,"","",5.0,257,سجق الهنا 5 كيلو,طلى,40.0,370.0,0.0,0.0,14800.0,false,2026-06,الهنا,2 كيس,2.0,20.0
b2284,2026-06-21,"",532,محمود العمد الصعيد,"","",6.0,13,سجق شرقي 3 ك ابو هاشم,كبس 3 كيلو,36.0,375.0,0.0,0.0,13500.0,false,2026-06,ابوهاشم,4 كيس,4.0,9.0
b2286,2026-06-21,"",729,حماد شلبي,01011590931,"",1.0,102,كفته الهنا 350,طلى,60.0,0.0,0.0,0.0,0.0,true,2026-06,الهنا,15 كيس,15.0,4.0
b2287,2026-06-21,"",729,حماد شلبي,01011590931,"",1.0,102,كفته الهنا 350,طلى,225.0,32.0,15.0,0.0,6120.0,false,2026-06,الهنا,15 كيس,15.0,15.0
b2287,2026-06-21,"",729,حماد شلبي,01011590931,"",2.0,120,برجر الهنا 900 جرام,طلى,180.0,70.0,15.0,0.0,10710.0,false,2026-06,الهنا,12 كيس,12.0,15.0
b2287,2026-06-21,"",729,حماد شلبي,01011590931,"",3.0,99,سجق الهنا 800 جرام,طلى,240.0,73.0,15.0,0.0,14892.0,false,2026-06,الهنا,12 كيس,12.0,20.0
b2287,2026-06-21,"",729,حماد شلبي,01011590931,"",4.0,346,بانيه 800 جرام,طلى,360.0,55.0,0.0,0.0,19800.0,false,2026-06,الهنا,12 كيس,12.0,30.0
b2288,2026-06-25,"",674,ابو لطفى,"","",1.0,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,9.0,180.0,0.0,0.0,1620.0,false,2026-06,ابوهاشم,9 كيس,9.0,1.0
b2288,2026-06-25,"",674,ابو لطفى,"","",2.0,8,كفته 350 جم ابو هاشم,طبق,20.0,50.5,0.0,0.0,1010.0,false,2026-06,ابوهاشم,20 كيس,20.0,1.0
b2288,2026-06-25,"",674,ابو لطفى,"","",3.0,114,كفته ابو هاشم 800,طبق,16.0,105.5,0.0,0.0,1688.0,false,2026-06,ابوهاشم,16 كيس,16.0,1.0
b2288,2026-06-25,"",674,ابو لطفى,"","",4.0,1,مفروم صافى 400 جم ( ابو هاشم ),طبق,20.0,100.0,0.0,0.0,2000.0,false,2026-06,ابوهاشم,20 علبة,20.0,1.0
b2288,2026-06-25,"",674,ابو لطفى,"","",5.0,2,كبده اسكندراني 400 ( ابو هاشم ),طبق,20.0,78.0,0.0,0.0,1560.0,false,2026-06,ابوهاشم,20 علبة,20.0,1.0
b2289,2026-06-25,"",1,عميل نقدى,01000650067,"",1.0,33,كيلو مفروم هندى,كيلو,0.5,275.0,0.0,0.0,137.5,false,2026-06,ابوهاشم,,,
b2290,2026-06-25,"",882,هايبركندةشعبان,01016988580,"",1.0,114,كفته ابو هاشم 800,طبق,10.0,105.5,0.0,0.0,1055.0,false,2026-06,ابوهاشم,16 كيس,16.0,0.625
b2291,2026-06-29,"",674,ابو لطفى,"","",1.0,1,مفروم صافى 400 جم ( ابو هاشم ),طبق,10.0,100.0,0.0,0.0,1000.0,false,2026-06,ابوهاشم,20 علبة,20.0,0.5
b2291,2026-06-29,"",674,ابو لطفى,"","",2.0,2,كبده اسكندراني 400 ( ابو هاشم ),طبق,20.0,78.0,0.0,0.0,1560.0,false,2026-06,ابوهاشم,20 علبة,20.0,1.0
b2291,2026-06-29,"",674,ابو لطفى,"","",3.0,107,سجق 800 ابو هاشم,طبق,16.0,119.0,0.0,0.0,1904.0,false,2026-06,ابوهاشم,16 كيس,16.0,1.0
b2291,2026-06-29,"",674,ابو لطفى,"","",4.0,421,برجر ابو هاشم 1 ك,طبق,36.0,119.0,0.0,0.0,4284.0,false,2026-06,ابوهاشم,12 كيس,12.0,3.0
b2291,2026-06-29,"",674,ابو لطفى,"","",5.0,255,برجر ابو هاشم جامبو 1.5 كيلو,طبق,8.0,180.0,0.0,0.0,1440.0,false,2026-06,ابوهاشم,9 كيس,9.0,0.8888888888888888
b2291,2026-06-29,"",674,ابو لطفى,"","",6.0,114,كفته ابو هاشم 800,طبق,16.0,105.5,0.0,0.0,1688.0,false,2026-06,ابوهاشم,16 كيس,16.0,1.0
b2292,2026-06-29,"",10,المحل/ابو هاشم,"",ش/سعد/غلول/ليبر/الشرقى,1.0,2,كبده اسكندراني 400 ( ابو هاشم ),طبق,20.0,67.0,0.0,0.0,1340.0,false,2026-06,ابوهاشم,20 علبة,20.0,1.0
b2292,2026-06-29,"",10,المحل/ابو هاشم,"",ش/سعد/غلول/ليبر/الشرقى,2.0,1,مفروم صافى 400 جم ( ابو هاشم ),طبق,7.0,80.0,0.0,0.0,560.0,false,2026-06,ابوهاشم,20 علبة,20.0,0.35
b2314,2026-06-02,"",877,مطعم/نور/الشام,"",العاشر/من/رمضان,1.0,101,كفته الهنا 800 جرام,طبق,60.0,67.0,15.0,0.0,3417.0,false,2026-06,الهنا,12 كيس,12.0,5.0
b2314,2026-06-02,"",877,مطعم/نور/الشام,"",العاشر/من/رمضان,2.0,346,بانيه 800 جرام,طبق,24.0,57.0,0.0,0.0,1368.0,false,2026-06,الهنا,12 كيس,12.0,2.0
b2314,2026-06-02,"",877,مطعم/نور/الشام,"",العاشر/من/رمضان,3.0,257,سجق الهنا 5 كيلو,طبق,1.0,370.0,0.0,0.0,370.0,false,2026-06,الهنا,2 كيس,2.0,0.5
b2316,2026-06-02,"",552,الحاج/محمد/عبدالعزيز/بوجه,"","",1.0,101,كفته الهنا 800 جرام,طبق,36.0,67.0,15.0,0.0,2050.2,false,2026-06,الهنا,12 كيس,12.0,3.0
b2316,2026-06-02,"",552,الحاج/محمد/عبدالعزيز/بوجه,"","",2.0,102,كفته الهنا 350,طبق,60.0,32.0,15.0,0.0,1632.0,false,2026-06,الهنا,15 كيس,15.0,4.0
b2316,2026-06-02,"",552,الحاج/محمد/عبدالعزيز/بوجه,"","",3.0,120,برجر الهنا 900 جرام,طبق,24.0,70.0,15.0,0.0,1428.0,false,2026-06,الهنا,12 كيس,12.0,2.0
b2316,2026-06-02,"",552,الحاج/محمد/عبدالعزيز/بوجه,"","",4.0,104,برجر الهنا 400 جرام,طبق,15.0,34.0,15.0,0.0,433.5,false,2026-06,الهنا,15 كيس,15.0,1.0
b2316,2026-06-02,"",552,الحاج/محمد/عبدالعزيز/بوجه,"","",5.0,108,سجق الهنا 350,طبق,15.0,36.0,15.0,0.0,459.0,false,2026-06,الهنا,15 كيس,15.0,1.0
b2316,2026-06-02,"",552,الحاج/محمد/عبدالعزيز/بوجه,"","",6.0,99,سجق الهنا 800 جرام,طبق,12.0,73.0,15.0,0.0,744.6,false,2026-06,الهنا,12 كيس,12.0,1.0
b2317,2026-06-02,"",552,الحاج/محمد/عبدالعزيز/بوجه,"","",1.0,102,كفته الهنا 350,طبق,15.0,0.0,0.0,0.0,0.0,true,2026-06,الهنا,15 كيس,15.0,1.0
b2318,2026-06-03,"",624,هايبر/العابد,"","",1.0,120,برجر الهنا 900 جرام,طبق,480.0,70.0,15.0,0.0,28560.0,false,2026-06,الهنا,12 كيس,12.0,40.0
b2318,2026-06-03,"",624,هايبر/العابد,"","",2.0,101,كفته الهنا 800 جرام,طبق,120.0,67.0,15.0,0.0,6834.0,false,2026-06,الهنا,12 كيس,12.0,10.0
b2319,2026-06-03,"",624,هايبر/العابد,"","",1.0,101,كفته الهنا 800 جرام,طبق,48.0,0.0,0.0,0.0,0.0,true,2026-06,الهنا,12 كيس,12.0,4.0
b2320,2026-06-04,"",328,ابوسليم,01001164485,"",1.0,108,سجق الهنا 350,طبق,150.0,36.0,15.0,0.0,4590.0,false,2026-06,الهنا,15 كيس,15.0,10.0
b2320,2026-06-04,"",328,ابوسليم,01001164485,"",2.0,104,برجر الهنا 400 جرام,طبق,150.0,34.0,15.0,0.0,4335.0,false,2026-06,الهنا,15 كيس,15.0,10.0
b2320,2026-06-04,"",328,ابوسليم,01001164485,"",3.0,101,كفته الهنا 800 جرام,طبق,120.0,67.0,15.0,0.0,6834.0,false,2026-06,الهنا,12 كيس,12.0,10.0
b2320,2026-06-04,"",328,ابوسليم,01001164485,"",4.0,102,كفته الهنا 350,طبق,300.0,32.0,15.0,0.0,8160.0,false,2026-06,الهنا,15 كيس,15.0,20.0
b2321,2026-06-04,"",876,مطعم/الدمشقى,01147216173,"",1.0,120,برجر الهنا 900 جرام,طبق,12.0,70.0,15.0,0.0,714.0,false,2026-06,الهنا,12 كيس,12.0,1.0
b2321,2026-06-04,"",876,مطعم/الدمشقى,01147216173,"",2.0,101,كفته الهنا 800 جرام,طبق,12.0,67.0,15.0,0.0,683.4,false,2026-06,الهنا,12 كيس,12.0,1.0
b2321,2026-06-04,"",876,مطعم/الدمشقى,01147216173,"",3.0,346,بانيه 800 جرام,طبق,24.0,57.0,0.0,0.0,1368.0,false,2026-06,الهنا,12 كيس,12.0,2.0
b2322,2026-06-04,"",667,محمد/العزوني,01117965691,"",1.0,101,كفته الهنا 800 جرام,طبق,12.0,67.0,15.0,0.0,683.4,false,2026-06,الهنا,12 كيس,12.0,1.0
b2322,2026-06-04,"",667,محمد/العزوني,01117965691,"",2.0,102,كفته الهنا 350,طبق,15.0,32.0,15.0,0.0,408.0,false,2026-06,الهنا,15 كيس,15.0,1.0
b2322,2026-06-04,"",667,محمد/العزوني,01117965691,"",3.0,104,برجر الهنا 400 جرام,طبق,15.0,34.0,15.0,0.0,433.5,false,2026-06,الهنا,15 كيس,15.0,1.0
b2323,2026-06-04,"",646,عبدالله/عز/تانصير/البراء,01090065316,"",1.0,120,برجر الهنا 900 جرام,طبق,24.0,70.0,15.0,0.0,1428.0,false,2026-06,الهنا,12 كيس,12.0,2.0
b2324,2026-06-04,"",328,ابوسليم,01001164485,"",1.0,102,كفته الهنا 350,طبق,135.0,0.0,0.0,0.0,0.0,true,2026-06,الهنا,15 كيس,15.0,9.0
B2325,2026-06-06,"",646,عبدالله/عز/تانصير/البراء,01090065316,"",1.0,104,برجر الهنا 400 جرام,طبق,30.0,34.0,15.0,0.0,867.0,false,2026-06,الهنا,15 كيس,15.0,2.0
B2325,2026-06-06,"",646,عبدالله/عز/تانصير/البراء,01090065316,"",2.0,102,كفته الهنا 350,طبق,15.0,32.0,15.0,0.0,408.0,false,2026-06,الهنا,15 كيس,15.0,1.0
B2325,2026-06-06,"",646,عبدالله/عز/تانصير/البراء,01090065316,"",3.0,108,سجق الهنا 350,طبق,15.0,36.0,15.0,0.0,459.0,false,2026-06,الهنا,15 كيس,15.0,1.0
B2326,2026-06-07,"",698,عبدالظاهر/بشنيتى,01012300801,"",1.0,404,برجر اسبيشيال عائلى,طبق,60.0,80.0,15.0,0.0,4080.0,false,2026-06,اسبشيال,12 كيس,12.0,5.0
B2326,2026-06-07,"",698,عبدالظاهر/بشنيتى,01012300801,"",2.0,402,كفته اسبيشيال عائلى,طبق,60.0,78.0,15.0,0.0,3978.0,false,2026-06,اسبشيال,12 كيس,12.0,5.0
B2326,2026-06-07,"",698,عبدالظاهر/بشنيتى,01012300801,"",3.0,102,كفته الهنا 350,طبق,225.0,32.0,15.0,0.0,6120.0,false,2026-06,الهنا,15 كيس,15.0,15.0
B2326,2026-06-07,"",698,عبدالظاهر/بشنيتى,01012300801,"",4.0,104,برجر الهنا 400 جرام,طبق,150.0,34.0,15.0,0.0,4335.0,false,2026-06,الهنا,15 كيس,15.0,10.0
B2326,2026-06-07,"",698,عبدالظاهر/بشنيتى,01012300801,"",5.0,108,سجق الهنا 350,طبق,225.0,36.0,15.0,0.0,6885.0,false,2026-06,الهنا,15 كيس,15.0,15.0
B2326,2026-06-07,"",698,عبدالظاهر/بشنيتى,01012300801,"",6.0,346,بانيه 800 جرام,طبق,72.0,57.0,0.0,0.0,4104.0,false,2026-06,الهنا,12 كيس,12.0,6.0
B2327,2026-06-07,"",698,عبدالظاهر/بشنيتى,01012300801,"",1.0,102,كفته الهنا 350,طبق,45.0,0.0,0.0,0.0,0.0,true,2026-06,الهنا,15 كيس,15.0,3.0
B2328,2026-06-08,"",504,حدوته,"","",1.0,120,برجر الهنا 900 جرام,طبق,300.0,70.0,15.0,0.0,17850.0,false,2026-06,الهنا,12 كيس,12.0,25.0
B2328,2026-06-08,"",504,حدوته,"","",2.0,101,كفته الهنا 800 جرام,طبق,120.0,67.0,15.0,0.0,6834.0,false,2026-06,الهنا,12 كيس,12.0,10.0
B2328,2026-06-08,"",504,حدوته,"","",3.0,104,برجر الهنا 400 جرام,طبق,150.0,34.0,15.0,0.0,4335.0,false,2026-06,الهنا,15 كيس,15.0,10.0
B2328,2026-06-08,"",504,حدوته,"","",4.0,102,كفته الهنا 350,طبق,75.0,32.0,15.0,0.0,2040.0,false,2026-06,الهنا,15 كيس,15.0,5.0
B2329,2026-06-08,"",328,ابوسليم,01001164485,"",1.0,13,سجق شرقى 3 كـ ابو هاشم,كيس 3 كيلو,12.0,375.0,0.0,0.0,4500.0,false,2026-06,ابوهاشم,4 كيس,4.0,3.0
B2330,2026-06-08,"",504,حدوته,"","",1.0,102,كفته الهنا 350,طلى,120.0,0.0,0.0,0.0,0.0,true,2026-06,الهنا,15 كيس,15.0,8.0
B2331,2026-06-09,"",718,احمد عبود(النور),01061425252,"",1.0,120,برجر الهنا 900 جرام,طلى,36.0,70.0,15.0,0.0,2142.0,false,2026-06,الهنا,12 كيس,12.0,3.0
B2331,2026-06-09,"",718,احمد عبود(النور),01061425252,"",2.0,257,سجق الهنا 5 كيلو,طلى,20.0,370.0,0.0,0.0,7400.0,false,2026-06,الهنا,2 كيس,2.0,10.0
B2332,2026-06-09,"",719,كشري الطيبا(النور),01032975557,"",1.0,292,عجينه سجق 5 كيلو الهنا,طلى,26.0,230.0,0.0,0.0,5980.0,false,2026-06,الهنا,3 كيس,3.0,8.666666666666666
B2333,2026-06-09,"",877,مطعم نور الشام,"",العاشر من رمضان,1.0,101,كفته الهنا 800 جرام,طلى,24.0,67.0,15.0,0.0,1366.8,false,2026-06,الهنا,12 كيس,12.0,2.0
B2333,2026-06-09,"",877,مطعم نور الشام,"",العاشر من رمضان,2.0,346,بانيه 800 جرام,طلى,24.0,57.0,0.0,0.0,1368.0,false,2026-06,الهنا,12 كيس,12.0,2.0
B2333,2026-06-09,"",877,مطعم نور الشام,"",العاشر من رمضان,3.0,257,سجق الهنا 5 كيلو,طلى,1.0,370.0,0.0,0.0,370.0,false,2026-06,الهنا,2 كيس,2.0,0.5
B2334,2026-06-09,"",624,هايبر العابد,"","",1.0,102,كفته الهنا 350,طلى,600.0,32.0,15.0,0.0,16320.0,false,2026-06,الهنا,15 كيس,15.0,40.0
B2334,2026-06-09,"",624,هايبر العابد,"","",2.0,104,برجر الهنا 400 جرام,طلى,600.0,34.0,15.0,0.0,17340.0,false,2026-06,الهنا,15 كيس,15.0,40.0
B2334,2026-06-09,"",624,هايبر العابد,"","",3.0,108,سجق الهنا 350,طلى,300.0,36.0,15.0,0.0,9180.0,false,2026-06,الهنا,15 كيس,15.0,20.0
B2335,2026-06-09,"",624,هايبر العابد,"","",1.0,102,كفته الهنا 350,طلى,120.0,0.0,0.0,0.0,0.0,true,2026-06,الهنا,15 كيس,15.0,8.0
b2336,2026-06-10,"",646,عبدالله عزت نصير البراء,01090065316,"",1.0,101,كفته الهنا 800 جرام,طلى,48.0,67.0,15.0,0.0,2733.6,false,2026-06,الهنا,12 كيس,12.0,4.0
b2336,2026-06-10,"",646,عبدالله عزت نصير البراء,01090065316,"",2.0,108,سجق الهنا 350,طلى,15.0,36.0,15.0,0.0,459.0,false,2026-06,الهنا,15 كيس,15.0,1.0
b2336,2026-06-10,"",646,عبدالله عزت نصير البراء,01090065316,"",3.0,102,كفته الهنا 350,طلى,15.0,32.0,15.0,0.0,408.0,false,2026-06,الهنا,15 كيس,15.0,1.0
b2337,2026-06-11,"",50,تجمدالفى,01025181968,شارع عبدالوهاب داوود,1.0,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,200.0,375.0,0.0,0.0,75000.0,false,2026-06,ابوهاشم,4 كيس,4.0,50.0
b2337,2026-06-11,"",50,تجمدالفى,01025181968,شارع عبدالوهاب داوود,2.0,108,سجق الهنا 350,طلى,150.0,36.0,15.0,0.0,4590.0,false,2026-06,الهنا,15 كيس,15.0,10.0
b2337,2026-06-11,"",50,تجمدالفى,01025181968,شارع عبدالوهاب داوود,3.0,102,كفته الهنا 350,طلى,150.0,32.0,15.0,0.0,4080.0,false,2026-06,الهنا,15 كيس,15.0,10.0
b2337,2026-06-11,"",50,تجمدالفى,01025181968,شارع عبدالوهاب داوود,4.0,104,برجر الهنا 400 جرام,طلى,30.0,34.0,15.0,0.0,867.0,false,2026-06,الهنا,15 كيس,15.0,2.0
b2337,2026-06-11,"",50,تجمدالفى,01025181968,شارع عبدالوهاب داوود,5.0,399,كفته اسبشيال صغير,طلى,150.0,35.0,15.0,0.0,4462.5,false,2026-06,اسبشيال,15 كيس,15.0,10.0
b2337,2026-06-11,"",50,تجمدالفى,01025181968,شارع عبدالوهاب داوود,6.0,403,برجر اسبشيال صغير,طلى,90.0,36.0,15.0,0.0,2754.0,false,2026-06,اسبشيال,15 كيس,15.0,6.0
b2338,2026-06-13,"",502,ثلاجة بوجه,01116850495,"",1.0,101,كفته الهنا 800 جرام,طلى,120.0,67.0,15.0,0.0,6834.0,false,2026-06,الهنا,12 كيس,12.0,10.0
b2338,2026-06-13,"",502,ثلاجة بوجه,01116850495,"",2.0,102,كفته الهنا 350,طلى,165.0,32.0,15.0,0.0,4488.0,false,2026-06,الهنا,15 كيس,15.0,11.0
b2338,2026-06-13,"",502,ثلاجة بوجه,01116850495,"",3.0,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,4.0,375.0,0.0,0.0,1500.0,false,2026-06,ابوهاشم,4 كيس,4.0,1.0
b2338,2026-06-13,"",502,ثلاجة بوجه,01116850495,"",4.0,108,سجق الهنا 350,طلى,75.0,36.0,15.0,0.0,2295.0,false,2026-06,الهنا,15 كيس,15.0,5.0
b2339,2026-06-13,"",502,ثلاجة بوجه,01116850495,"",1.0,102,كفته الهنا 350,طلى,15.0,0.0,0.0,0.0,0.0,true,2026-06,الهنا,15 كيس,15.0,1.0
b2340,2026-06-13,"",50,تجمدالفى,01025181968,شارع عبدالوهاب داوود,1.0,439,استربس الهنا 800 جرام,طلى,1.0,0.0,0.0,0.0,0.0,false,2026-06,الهنا,12 كيس,12.0,0.08333333333333333
b2341,2026-06-13,"",1,عميل نقدى,01000650067,"",1.0,439,استربس الهنا 800 جرام,طلى,1.0,150.0,0.0,0.0,150.0,false,2026-06,الهنا,12 كيس,12.0,0.08333333333333333
b2342,2026-06-14,"",561,احمد الرفاعى بردين,01020023519,"",1.0,257,سجق الهنا 5 كيلو,طلى,18.0,370.0,0.0,0.0,6660.0,false,2026-06,الهنا,2 كيس,2.0,9.0
b2343,2026-06-14,"",552,الحاج تجمد عبدالعزيز بوجه,"","",1.0,108,سجق الهنا 350,طلى,30.0,36.0,15.0,0.0,918.0,false,2026-06,الهنا,15 كيس,15.0,2.0
b2343,2026-06-14,"",552,الحاج تجمد عبدالعزيز بوجه,"","",2.0,99,سجق الهنا 800 جرام,طلى,24.0,73.0,15.0,0.0,1489.2,false,2026-06,الهنا,12 كيس,12.0,2.0
b2343,2026-06-14,"",552,الحاج تجمد عبدالعزيز بوجه,"","",3.0,101,كفته الهنا 800 جرام,طلى,48.0,67.0,15.0,0.0,2733.6,false,2026-06,الهنا,12 كيس,12.0,4.0
b2343,2026-06-14,"",552,الحاج تجمد عبدالعزيز بوجه,"","",4.0,104,برجر الهنا 400 جرام,طلى,30.0,34.0,15.0,0.0,867.0,false,2026-06,الهنا,15 كيس,15.0,2.0
b2344,2026-06-15,"",877,مطعم نور الشام,"",العاشر من رمضان,1.0,101,كفته الهنا 800 جرام,طلى,48.0,67.0,15.0,0.0,2733.6,false,2026-06,الهنا,12 كيس,12.0,4.0
b2344,2026-06-15,"",877,مطعم نور الشام,"",العاشر من رمضان,2.0,346,بانيه 800 جرام,طلى,36.0,57.0,0.0,0.0,2052.0,false,2026-06,الهنا,12 كيس,12.0,3.0
b2344,2026-06-15,"",877,مطعم نور الشام,"",العاشر من رمضان,3.0,257,سجق الهنا 5 كيلو,طلى,1.0,370.0,0.0,0.0,370.0,false,2026-06,الهنا,2 كيس,2.0,0.5
b2345,2026-06-15,"",820,ام هايدى تجمد بشرى,"","",1.0,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,40.0,375.0,0.0,0.0,15000.0,false,2026-06,ابوهاشم,4 كيس,4.0,10.0
b2346,2026-06-16,"",624,هايبر العابد,"","",1.0,120,برجر الهنا 900 جرام,طلى,420.0,70.0,15.0,0.0,24990.0,false,2026-06,الهنا,12 كيس,12.0,35.0
b2346,2026-06-16,"",624,هايبر العابد,"","",2.0,101,كفته الهنا 800 جرام,طلى,180.0,67.0,15.0,0.0,10251.0,false,2026-06,الهنا,12 كيس,12.0,15.0
b2347,2026-06-16,"",654,تلاجة شريف الكابتن ابو كبير,01277888066,"",1.0,108,سجق الهنا 350,طلى,45.0,36.0,15.0,0.0,1377.0,false,2026-06,الهنا,15 كيس,15.0,3.0
b2347,2026-06-16,"",654,تلاجة شريف الكابتن ابو كبير,01277888066,"",2.0,257,سجق الهنا 5 كيلو,طلى,15.0,370.0,0.0,0.0,5550.0,false,2026-06,الهنا,2 كيس,2.0,7.5
b2348,2026-06-16,"",698,عبدالظاهر بشنيتى,01012300801,"",1.0,346,بانيه 800 جرام,طلى,60.0,57.0,0.0,0.0,3420.0,false,2026-06,الهنا,12 كيس,12.0,5.0
b2348,2026-06-16,"",698,عبدالظاهر بشنيتى,01012300801,"",2.0,13,سجق شرقى 3 ك ابو هاشم,كيس 3 كيلو,8.0,375.0,0.0,0.0,3000.0,false,2026-06,ابوهاشم,4 كيس,4.0,2.0
b2348,2026-06-16,"",698,عبدالظاهر بشنيتى,01012300801,"",3.0,257,سجق الهنا 5 كيلو,طلى,5.0,370.0,0.0,0.0,1850.0,false,2026-06,الهنا,2 كيس,2.0,2.5
b2349,2026-06-16,"",869,مطعم ميكس جريل بشرى,01507011154,"",1.0,101,كفته الهنا 800 جرام,طلى,12.0,67.0,15.0,0.0,683.4,false,2026-06,الهنا,12 كيس,12.0,1.0
B2357,2026-06-15,"",10,المحل/ابو هاشم,"",شبين الكوم/غلول/البر الشرقي,1.0,1,مفروم صافي 400 جم ( ابو هاشم ),طلب,30.0,82.8,0.0,0.0,2484.0,false,2026-06,ابوهاشم,20 علبة,20.0,1.5
B2357,2026-06-15,"",10,المحل/ابو هاشم,"",شبين الكوم/غلول/البر الشرقي,2.0,33,كيلو مفروم هندى,كيلو,5.0,262.0,0.0,0.0,1310.0,false,2026-06,ابوهاشم,,,
B2357,2026-06-15,"",10,المحل/ابو هاشم,"",شبين الكوم/غلول/البر الشرقي,3.0,441,استريس اسبشيال 900 جرام,كس,10.0,145.0,0.0,0.0,1450.0,false,2026-06,اسبشيال,,,
b2358,2026-06-16,"",1003,رضا/الجمل/الفلج,01063373039,الفلج/القليوبية,1.0,402,كفته اسبشيال عائلي,طلب,12.0,78.0,0.0,0.0,936.0,false,2026-06,اسبشيال,12 كيس,12.0,1.0
b2358,2026-06-16,"",1003,رضا/الجمل/الفلج,01063373039,الفلج/القليوبية,2.0,404,برجر اسبشيال عائلي,طلب,12.0,80.0,0.0,0.0,960.0,false,2026-06,اسبشيال,12 كيس,12.0,1.0
b2358,2026-06-16,"",1003,رضا/الجمل/الفلج,01063373039,الفلج/القليوبية,3.0,346,بانيه 800 جرام,طلب,12.0,58.0,0.0,0.0,696.0,false,2026-06,الهنا,12 كيس,12.0,1.0
